Frequency (Hz),Channel 1 Magnitude (V),Channel 2 Magnitude (V),Channel 2 Phase (deg)
1000,0.9954374687765006,0.06845424492648043,85.05314459495544
1015.46899243308,0.9954375622669102,0.06986632790847973,84.9674131260751
1031.177274593055,0.9954297480706091,0.07131316266778345,84.8572499104626
1047.1285480509,0.9954376614534459,0.07277706309509564,84.75926573750279
1063.326571637161,0.9954376609412572,0.07432666017845228,84.66674346123091
1079.77516232771,0.9954327879060462,0.07589263870975117,84.59238277622177
1096.478196143185,0.995431378554856,0.07747063398309351,84.46885094141716
1113.439609062361,0.9954749433861108,0.07915711332391384,84.34732429882106
1130.663397949639,0.99542831078301,0.08082465603023738,84.22396953027464
1148.153621496883,0.9954713185563813,0.08258857300935665,84.11945787815543
1165.914401179832,0.9954509703744643,0.08444327492378742,84.00495289031255
1183.949922229302,0.9953879590668786,0.0863190589128892,83.87948118177613
1202.264434617413,0.9954816412108963,0.08827110508093648,83.74152350141217
1220.862254059071,0.9953970308079537,0.09030514285034685,83.61019505489612
1239.747763028945,0.9954805717897204,0.0923970419558223,83.46271163381151
1258.925411794167,0.995518430995437,0.0945859632724739,83.32237972864189
1278.399719463024,0.9955065154813075,0.09684706406075196,83.18250051354568
1298.175275049849,0.9955015711358289,0.09915720323553558,83.02416693327521
1318.256738556407,0.9955601593437035,0.1015728753764103,82.86458382949232
1338.648842069993,0.9954997823606117,0.1041100325111477,82.69669543330055
1359.356390878526,0.9955058711508628,0.1068056993157815,82.51025168501246
1380.384264602885,0.9955322644056043,0.1095582110652695,82.32556533562628
1401.73741834677,0.995560888679126,0.1124414316286592,82.13057856373628
1423.420883864342,0.9955505298478914,0.115445308234786,81.92508369579474
1445.439770745928,0.9955790151292261,0.1186539914749701,81.70698472094537
1467.799267622069,0.9955584931016935,0.1219149753598398,81.48947921723936
1490.504643386196,0.9956456674994126,0.1253623007217635,81.25400815790228
1513.561248436208,0.9956387577581715,0.1289850413981571,80.99645118281398
1536.974515935271,0.9956856202281789,0.1328416769370401,80.73354734473182
1560.749963092112,0.9956118528784083,0.1368674898943105,80.46021454287272
1584.893192461113,0.9956527229844259,0.141104475589051,80.15738234755872
1609.409893262535,0.9956204585879874,0.145558538040183,79.85628653556154
1634.305842723138,0.9956786889526554,0.1503331622356197,79.51867530278632
1659.586907437561,0.9956225439475993,0.1553957087482424,79.16296435018637
1685.259044750751,0.9956749354447332,0.1607866068339515,78.78646296483691
1711.328304161781,0.9956944819443632,0.1664902598421397,78.38332127575812
1737.800828749375,0.9956737229501867,0.1726332712830362,77.93716012365471
1764.6828566195,0.9956959648482064,0.1791469123737665,77.47355893882761
1791.980722375334,0.9956676745704942,0.1861874588659876,76.95710221005079
1819.700858609984,0.9957126853242086,0.1937423795763056,76.39744544076154
1847.849797422291,0.9957052560583847,0.2019358815566935,75.79037519817847
1876.434171956085,0.9957682145065321,0.2107985273290586,75.13499710271384
1905.460717963247,0.9957824119450522,0.2204324830652092,74.41628117166943
1934.936275390952,0.9957577953417859,0.2309823236034505,73.61171195569491
1964.867789993467,0.9957907255277619,0.2425906560655175,72.71346811627282
1995.26231496888,0.9957645476494341,0.2553763155052149,71.69783005302918
2026.127012621143,0.9958080037311752,0.2695945558021448,70.59001086449422
2057.46915604784,0.9957309129237003,0.2854286171676955,69.31020239149777
2089.29613085404,0.9957942781184222,0.3032302497202867,67.8404158650517
2121.615436892685,0.995837772782904,0.3233572150354646,66.14148788346648
2154.434690031883,0.9957696318595818,0.3462646823016281,64.14212481400722
2187.761623949553,0.9957675373639919,0.3725133106253595,61.77920712455681
2221.604091955812,0.9956548095284344,0.4027515654157793,58.93717336727599
2255.970068843576,0.9957015680356396,0.437470271502503,55.47446487774086
2290.867652767773,0.9956217139830759,0.477294195726266,51.23315298084272
2326.305067153626,0.995499010725454,0.5217854597506492,46.03086842523327
2362.290662634462,0.9954364376570586,0.5693854085501702,39.73757038074414
2398.83291901949,0.9953520278377063,0.6161775768458404,32.40419375679188
2435.940447292027,0.9953060819742403,0.6570085819603017,24.31508845178743
2473.621991638621,0.9951123891161331,0.6872503458946979,15.9035902920796
2511.88643150958,0.9950749698034602,0.7044975647736013,7.590895259860872
2550.74278371136,0.9950809797517934,0.7090053523830077,-0.3528986323921686
2590.200204531324,0.9952141162445274,0.7024556896880326,-7.759393480147764
2630.267991895381,0.9952798010330723,0.6876820228610812,-14.56064282196679
2670.955587558985,0.9954184526296065,0.6669744033663617,-20.75172894429748
2712.272579332028,0.9955592237698753,0.6425369744186159,-26.35758583875381
2754.228703338166,0.9955453383221147,0.6159388402238384,-31.43141557790018
2796.833846309077,0.9956406691330345,0.5882580955681633,-36.01802330226151
2840.098047914215,0.9957986080372934,0.5603165704264838,-40.15922956924601
2884.031503126605,0.9958810835092947,0.5326743893540876,-43.90285279093331
2928.644564625237,0.9960033009083301,0.5057343828361172,-47.2829612602882
2973.947745234606,0.9961012476334112,0.4798586379410905,-50.33625602521499
3019.951720402016,0.9961528745027747,0.4551351418420966,-53.09770951814347
3066.667330713183,0.9962699781225369,0.4317597866999993,-55.58523564193031
3114.10558444676,0.996322331585249,0.4096476382629924,-57.84507816127672
3162.277660168379,0.9964160660093571,0.3889467052891301,-59.88691275988069
3211.194909364823,0.9964250586974176,0.3695458410614006,-61.73783936667211
3260.868859118933,0.9965557355093615,0.3514249622640351,-63.42292359278775
3311.311214825911,0.9965235047625958,0.3345793208946756,-64.94771891124461
3362.533862951627,0.9966803849577563,0.3188048546396706,-66.34086374693413
3414.548873833602,0.9967717240089586,0.3040855803520802,-67.6169854888725
3467.368504525316,0.9968092846857177,0.2903934256550359,-68.77943961725248
3521.005201684519,0.996839798728786,0.2775988877133054,-69.8541924036434
3575.471604506214,0.9968606267009515,0.2657309688064184,-70.829505837787
3630.780547701014,0.9969041253153775,0.2546166334854243,-71.75285552040462
3686.945064519575,0.9969405300243352,0.2441977969924718,-72.57149348204055
3743.978389823812,0.9970797180987211,0.2344419861911367,-73.3446810538298
3801.893963205611,0.9970815268462752,0.2253715808151196,-74.06032163124664
3860.705432153813,0.9971244131889994,0.2168119890164008,-74.73023186972097
3920.426655270153,0.9971481055855208,0.2088097419295206,-75.34420807932867
3981.071705534972,0.9971531396533028,0.2012556314462033,-75.9251899545846
4042.654873623443,0.9973513643647772,0.1941467369397962,-76.46128365730573
4105.190671273079,0.9973667746066662,0.1874250145827757,-76.96659194695232
4168.693834703354,0.9973391809651838,0.1811372907414811,-77.43143590883398
4233.179328088209,0.9973344071361727,0.1751727457779207,-77.88467225120553
4298.662347082277,0.9975395334856891,0.1695030011058191,-78.30569352766005
4365.158322401659,0.9974841157313925,0.1641332618228476,-78.68930284996492
4432.682923460088,0.9973772925584689,0.159044443453304,-79.06988180665223
4501.252062061337,0.997645648713227,0.1541935962818992,-79.42985583047488
4570.88189614875,0.9976603734474471,0.1495959951553968,-79.73929025224788
4641.588833612778,0.9974356127905223,0.1452499325356522,-80.06035594303263
4713.389536157405,0.9978274195989872,0.1410761636302488,-80.36550716271825
4786.300923226384,0.9977300429297594,0.1371106681665302,-80.65571460351606
4860.340175990217,0.9977237102734647,0.133306776053696,-80.92323652154897
4935.524741394806,0.9979597403160124,0.1297088403274132,-81.17733976700782
5011.872336272722,0.9979077079967984,0.1262166991120225,-81.42359243759688
5089.40095151809,0.997943398122858,0.1229422258183228,-81.642187021762
5168.128856326035,0.9980885353710952,0.1197812134692378,-81.84859875441654
5248.074602497725,0.9979129502341239,0.1167015512929376,-82.08705919884864
5329.257028812004,0.9982033725344984,0.1137830220122241,-82.29721487377536
5411.695265464637,0.9975878415852567,0.1109022400767033,-82.49457952360433
5495.408738576245,0.9982745127137357,0.108236624656466,-82.68606858941206
5580.417174769965,0.9983129478367243,0.1055709414600349,-82.84965615827556
5666.740605819912,0.9984547631048706,0.1030604857978492,-83.03949921623797
5754.39937337157,0.9984866636200127,0.1006431344456432,-83.18481481749581
5843.414133735177,0.9984621275458894,0.0983577950573795,-83.3341169332552
5933.80586275328,0.9985490719141895,0.09613353237485911,-83.52208599578159
6025.595860743578,0.9985527215635672,0.0939149202669935,-83.66267595599395
6118.805757518218,0.9986481412731678,0.09188029006575943,-83.79639670091693
6213.457517480757,0.9986756185734154,0.08980264711199026,-83.93089575166277
6309.573444801934,0.9987590595431574,0.0878207705987805,-84.07980422875551
6407.176188675538,0.9988053041741602,0.08590127516686452,-84.21144821299656
6506.288748655572,0.9974135667236116,0.08404797208540403,-84.3133576134542
6606.934480075959,0.998990869697065,0.0823337487220438,-84.45078583615536
6709.137099554112,0.9974309243704641,0.08059936731778286,-84.53885171020931
6812.920690579614,0.9990856159247443,0.07894470603141913,-84.67981652179554
6918.309709189364,0.9982329041823302,0.07726703939167701,-84.72402090613909
7025.328989730521,0.9991655763601605,0.07572115184608336,-84.83288477881891
7134.003750712563,0.9989020114916423,0.07420957183920439,-85.0102710027854
7244.3596007499,0.9991719238345402,0.07267905777079692,-85.08691723368418
7356.422544596414,0.9992789018009439,0.0712642501209567,-85.18568412617661
7470.218989273315,0.9979887960257108,0.0698239108014329,-85.26357354829584
7585.775750291838,0.999479727355152,0.06846241369104021,-85.34077746843309
7703.120057972147,0.9988330735843891,0.06711682682874026,-85.41940990615454
7822.279563860026,0.9995193449383977,0.06577012763778876,-85.50185863682005
7943.282347242814,0.9996337872403627,0.06448167935494978,-85.6099218091461
8066.156921766134,0.9981174517236959,0.06327781990847706,-85.7189258312446
8190.932242152973,0.9996737395969345,0.06207118000732679,-85.75711132400824
8317.637711026711,0.9995115378898842,0.06084194436168642,-85.84467434138662
8446.303185839686,0.9992804137337704,0.05975688413630387,-85.91974189462894
8576.958985908941,0.9999178830516717,0.05862391259977654,-85.97835246012986
8709.635899560806,0.9993109762605088,0.0575094710816435,-86.06879940364966
8844.365191385996,0.9997907535064333,0.05647315720533562,-86.10433273172342
8981.178609606946,1.000120616090696,0.05550582020537952,-86.21688408930299
9120.108393559096,0.999146698756077,0.0544982675995525,-86.29108888261248
9261.187281287936,1.000079479787102,0.05348785203897208,-86.33364077918597
9404.448517263518,1.000310448817344,0.05254644425553059,-86.40902391324869
9549.925860214358,0.9994162118708207,0.05159763366917795,-86.46565393509212
9697.653591082493,1.000191901515564,0.0506931455450157,-86.46785904595336
9847.666521101581,1.000334668598919,0.04980048078454874,-86.55403405808373
10000,0.9999611919877824,0.04887570510263623,-86.67580581396382
